Plant_Height (cm),Chlorophyll (SPAD),Number of Flowers,Number of Harvested Fruits,Weight of Harvested Fruits (Kg),Fruit Height (mm),Sap pH,Sap K (ppm),Sap Ca (ppm),Sap Na (ppm),Sap NO3 (ppm),Sap Conductivity (mS/cm),Soil pH Horiba,Soil K Horiba (ppm),Soil Ca Horiba (ppm),Soil Na Horiba (ppm),Soil NO3 Horiba (ppm),Soil Conductivity Horiba (mS/cm),Fruit Diameter (mm),7in1_Ph[pH],7in1_Moisture[%RH],7in1_S_Temperature[C],Air_sensor_Temperature[C],Air_sensor_Humidity[%RH],7in1_Conductivity[mS/cm],Pynamometer_Radiation[W/m2],Nitrogen,Phosphorus,Potassium,Year,Month,Day,Treatment_Num
126.6,54.93000000000001,16.0,2.0,0.375,70.3,5.35,3490.0,354.5,48.4,596.0,10.553,6.519999999999999,28.3,21.9,4.1,57.45,0.1314,70.0280112044818,6.237,40.3,26.09,27.730000000000008,62.45,0.0588,202.0,1.0,2.0,1.0,2024.0,11.0,13.0,17.0
154.2,54.8,18.0,3.0,0.481,70.6,5.4,3400.0,360.0,63.0,57.0,10.48,7.0,1.0,12.0,1.0,1.0,0.046,70.0280112044818,6.41,37.1,21.8,22.2,72.2,0.047,276.0,1.0,2.0,1.0,2024.0,11.0,13.0,17.0
140.2,56.68000000000001,13.3,3.0,0.519,60.6,5.31,3520.0,209.4,39.4,434.0,9.863,6.37,29.8,24.1,3.6,52.65,0.1686,63.66182836771072,6.377,41.45,24.22,24.89,69.53999999999999,0.1177999999999999,225.9,1.0,2.0,1.0,2024.0,11.0,13.0,17.0
167.2,57.250000000000014,16.5,5.0,0.704,60.8,5.519999999999999,3410.0,259.5,53.5,492.0,11.129,6.3500000000000005,30.6,35.7,3.2,33.0,0.2934,70.0280112044818,6.314,28.06,24.590000000000003,25.4,68.53,0.0579,376.3,2.0,1.0,2.0,2024.0,11.0,13.0,25.0
164.0,56.1,9.0,1.0,0.173,60.3,5.7,3400.0,130.0,60.0,110.0,9.24,6.2,23.0,28.0,5.0,1.0,0.192,68.43646549528903,6.15,28.1,22.2,22.9,70.1,0.041,278.0,2.0,1.0,2.0,2024.0,11.0,13.0,25.0
163.9,56.7,21.1,4.0,0.742,70.5,5.519999999999999,3500.0,255.0,48.8,611.0,11.405,6.474000000000001,38.8,37.5,3.2,37.0,0.3281,71.61955691367456,6.579000000000001,26.18,24.43,25.37,69.05,0.056,378.5,2.0,1.0,2.0,2024.0,11.0,13.0,25.0
189.6,53.03,21.4,4.0,0.756,70.1,5.37,3430.0,579.0,56.7,329.2,12.499000000000002,6.9,7.7,17.4,3.6,15.3,0.0952999999999999,70.0280112044818,6.401999999999999,38.22,23.73,23.92,75.01,0.1263,180.9,1.0,1.0,1.0,2024.0,11.0,13.0,29.0
196.9,54.7,20.0,4.0,0.686,60.9,5.6,3700.0,380.0,68.0,96.0,11.24,7.0,7.0,21.0,3.0,1.0,0.096,74.8026483320601,6.4,32.8,22.2,23.5,71.3,0.047,282.0,1.0,1.0,1.0,2024.0,11.0,13.0,29.0
184.3,53.7,24.7,1.0,0.177,70.2,5.4,3510.0,467.0,56.8,695.0,12.381000000000002,6.9,10.4,27.8,2.8,13.4,0.1048,66.84491978609626,6.316000000000001,27.93,26.020000000000003,25.87,64.61,0.0888999999999999,225.4,1.0,1.0,1.0,2024.0,11.0,13.0,29.0
165.5,54.19,19.1,2.0,0.423,70.1,5.449,3360.0,271.0,53.1,703.2,9.654,6.6370000000000005,44.9,60.6,8.4,65.9,0.4883,71.61955691367456,6.49,25.130000000000003,23.97,24.89,73.7,0.121,190.9,0.0,1.0,0.0,2024.0,11.0,13.0,2.0
145.3,47.7,15.0,0.0,0.0,0.0,5.7,3500.0,240.0,62.0,82.0,10.17,7.4,1.0,18.0,2.0,1.0,0.07,0.0,8.36,37.4,22.2,23.2,70.3,0.038,282.0,0.0,1.0,0.0,2024.0,11.0,13.0,2.0
143.7,54.83999999999999,18.2,4.0,0.613,60.8,5.369999999999999,3320.0,257.9,52.0,562.2,9.946000000000002,6.815999999999998,7.6,31.6,1.7,12.3,0.1097999999999999,68.43646549528903,6.503,31.29,24.37,25.04,66.50000000000001,0.1147,225.9,0.0,1.0,0.0,2024.0,11.0,13.0,2.0
171.2,57.510000000000005,24.4,1.0,0.26,70.0,5.454,3160.0,195.3,38.8,624.0,8.686,6.558,15.3,22.85,1.8,30.0,0.1546,79.5772854596384,6.741,39.98,25.1,26.2,67.39,0.1731,288.6,2.0,0.0,0.0,2024.0,11.0,13.0,19.0
131.0,35.8,13.0,2.0,0.202,60.2,5.5,3500.0,110.0,60.0,120.0,8.72,7.4,1.0,25.0,1.0,1.0,0.091,57.29564553093965,6.34,34.3,22.2,22.8,73.8,0.052,377.0,2.0,0.0,0.0,2024.0,11.0,13.0,19.0
92.05,46.040000000000006,8.3,1.0,0.113,60.3,5.7730000000000015,3180.0,146.6,48.85,750.0,9.282,6.801,4.0,16.95,1.3,10.7,0.1028999999999999,62.070282658517954,6.437,32.58,27.160000000000004,26.83,62.96,0.1606,283.9,2.0,0.0,0.0,2024.0,11.0,13.0,19.0
155.3,57.14,20.9,1.0,0.173,60.8,5.431,3200.0,339.0,53.2,723.0,10.6825,7.06,6.6,17.9,2.4,16.4,0.0755,70.0280112044818,6.753,35.44,23.65,24.66,69.61,0.1414,355.6,0.0,2.0,1.0,2024.0,11.0,13.0,8.0
152.4,52.3,14.0,2.0,0.283,60.4,5.5,3100.0,800.0,71.0,80.0,11.53,6.9,19.0,16.0,3.0,1.0,0.146,65.25337407690348,8.79,40.7,22.2,22.5,74.7,0.056,324.0,0.0,2.0,1.0,2024.0,11.0,13.0,8.0
149.3,56.59000000000001,22.0,3.0,0.453,60.8,5.455,3110.0,268.0,52.35,287.0,10.481,7.049999999999999,13.5,12.9,1.3,15.1,0.0924,66.84491978609626,6.791,34.879999999999995,23.47,25.11,71.05,0.1016999999999999,318.3,0.0,2.0,1.0,2024.0,11.0,13.0,8.0
183.2,62.38999999999999,19.1,2.0,0.251,60.3,5.4515,2990.0,309.7,43.5,861.0,10.223,6.976000000000001,49.35,30.7,2.7,37.05,0.2774,60.47873694932519,6.537000000000001,29.36,23.72000000000001,23.74,78.85,0.0702,162.9,1.0,1.0,1.0,2024.0,11.0,13.0,15.0
166.95,53.8,22.0,4.0,0.608,70.4,5.6,3200.0,520.0,64.0,64.0,9.72,5.8,42.0,37.0,4.0,1.0,0.307,60.47873694932519,6.15,35.3,20.6,21.9,73.1,0.137,381.0,1.0,1.0,1.0,2024.0,11.0,13.0,15.0
174.0,60.65,21.3,2.0,0.491,70.3,5.4515,3170.0,317.2,53.0,1098.0,10.454,6.444,52.05,38.1,3.2,33.95,0.4397,74.8026483320601,6.4300000000000015,27.080000000000005,24.17,23.550000000000004,79.45,0.0955,137.8,1.0,1.0,1.0,2024.0,11.0,13.0,15.0
87.7,53.64,10.4,1.0,0.138,60.8,5.707,3125.0,387.0,43.8,324.8,9.3675,6.7620000000000005,32.55,26.8,2.0,20.2,0.1746,63.66182836771072,6.19,27.77,25.12,24.67,72.42999999999999,0.1271,162.9,2.0,1.0,1.0,2024.0,11.0,13.0,24.0
172.1,53.6,22.0,2.0,0.31,60.9,5.5,3000.0,690.0,58.0,48.0,9.91,6.4,37.0,42.0,4.0,8.0,0.3,66.84491978609626,5.85,31.1,20.6,21.7,73.3,0.319,307.0,2.0,1.0,1.0,2024.0,11.0,13.0,24.0
180.3,54.2,16.0,6.0,1.139,70.1,5.34,2965.0,282.65,49.25,1697.6,11.3205,7.1,92.0,140.0,4.0,27.0,0.828,70.0280112044818,6.0,30.2,20.6,21.3,75.0,0.558,344.0,2.0,1.0,1.0,2024.0,11.0,13.0,24.0
177.1,48.98,6.2,2.0,0.332,70.1,5.606,3400.0,206.0,41.5,1192.0,10.306,6.519999999999999,18.1,59.65,4.0,42.9,0.3327999999999999,70.0280112044818,6.864,35.51,24.020000000000003,24.2,71.46000000000001,0.2667,584.5,1.0,1.0,0.0,2024.0,11.0,13.0,11.0
169.5,62.9,21.0,7.0,1.128,70.2,5.5,3100.0,690.0,65.0,64.0,10.68,7.5,17.0,38.0,3.0,1.0,0.18,70.0280112044818,6.08,38.9,20.2,20.9,75.6,0.035,247.0,1.0,1.0,0.0,2024.0,11.0,13.0,11.0
190.1,54.65,20.9,0.0,0.0,0.0,5.498,3270.0,302.0,46.55,816.0,10.38,6.752000000000001,37.65,79.2,7.7,61.7,0.3857,0.0,6.6,35.33,23.56,24.17,72.67999999999999,0.0996,223.4,1.0,1.0,0.0,2024.0,11.0,13.0,11.0
112.05,57.4,19.8,1.0,0.263,80.0,5.523999999999999,3535.0,514.3,48.85,1866.0,12.5805,6.858999999999999,67.21666666666667,79.3,12.934,179.43400000000003,0.5683999999999999,79.5772854596384,6.4510000000000005,23.07,24.97,25.35,67.33,0.1835999999999999,335.7,2.0,2.0,2.0,2024.0,11.0,13.0,27.0
163.5,57.9,18.0,4.0,0.632,75.0,5.5,3400.0,800.0,77.0,88.0,13.15,7.1,15.0,52.0,9.0,1.0,0.256,66.84491978609626,4.71,30.4,20.2,20.8,74.4,0.356,240.0,2.0,2.0,2.0,2024.0,11.0,13.0,27.0
161.45,57.61999999999999,19.5,2.0,0.405,78.0,5.519,3520.0,490.8,55.3,1202.0,12.586,6.898999999999999,11.5,29.5,6.8,14.2,0.2647,73.21110262286733,6.377000000000001,24.94,23.920000000000005,24.67,68.14000000000001,0.1558999999999999,253.5,2.0,2.0,2.0,2024.0,11.0,13.0,27.0
188.9,59.42,18.8,3.0,0.439,70.1,5.6,3320.0,304.6,50.9,472.0,10.601000000000004,6.992,16.1,12.8,2.5,23.3,0.1183,68.43646549528903,6.515000000000001,32.870000000000005,23.69,23.83,79.44,0.102,171.0,0.0,0.0,1.0,2024.0,11.0,13.0,4.0
62.9,45.1,14.0,0.0,0.0,0.0,5.5,3000.0,700.0,72.0,66.0,10.95,7.2,75.0,65.0,5.0,18.0,0.702,0.0,3.93,28.0,20.2,20.4,77.3,0.346,192.0,0.0,0.0,1.0,2024.0,11.0,13.0,4.0
119.3,47.6,16.1,3.0,0.295,50.8,5.596,3310.0,204.0,50.4,890.0,10.274,6.878,29.4,13.6,3.5,35.6,0.1855,62.070282658517954,6.514,24.08,23.48,23.72,75.74,0.1365,149.4,0.0,0.0,1.0,2024.0,11.0,13.0,4.0
174.9,61.54,22.3,2.0,0.272,60.8,5.57,3440.0,178.4,42.1,362.8,9.947500000000002,6.090999999999999,4.6,13.2,2.5,22.2,0.1174,65.25337407690348,6.321,30.770000000000003,23.91,23.18,79.61,0.083,294.2,2.0,2.0,2.0,2024.0,11.0,20.0,27.0
170.1,58.46,16.5,1.0,0.172,60.3,5.69,3615.0,242.3,48.8,1500.0,10.469,6.39,7.4,15.6,3.0,14.3,0.1956,73.21110262286733,6.3660000000000005,25.37,24.29,23.379999999999995,75.14,0.1286999999999999,221.4,2.0,2.0,2.0,2024.0,11.0,20.0,27.0
183.1,66.0,18.0,0.0,0.0,0.0,5.8,3500.0,240.0,41.0,980.0,8.94,6.1,5.0,11.0,3.0,16.0,0.106,0.0,6.05,17.1,21.9,22.5,82.2,0.0,111.0,2.0,2.0,2.0,2024.0,11.0,20.0,27.0
90.2,52.17,10.3,0.0,0.0,0.0,5.686999999999999,3260.0,406.6,44.5,308.4,9.866,6.692,32.75,25.1,2.0,21.4,0.1896,0.0,6.465999999999999,30.660000000000004,22.28,23.14,78.47,0.1369,260.4,2.0,1.0,1.0,2024.0,11.0,20.0,24.0
90.2,52.17,10.3,0.0,0.0,0.0,5.686999999999999,3260.0,406.6,44.5,308.4,9.866,6.692,32.75,25.1,2.0,21.4,0.1896,0.0,6.465999999999999,30.660000000000004,22.28,23.14,78.47,0.1369,260.4,2.0,1.0,1.0,2024.0,11.0,20.0,24.0
86.5,65.0,11.0,2.0,0.313,60.9,5.7,3000.0,230.0,37.0,950.0,7.99,6.4,19.0,16.0,1.0,12.0,0.176,66.84491978609626,6.15,14.5,21.5,22.6,83.4,0.0,125.0,2.0,1.0,1.0,2024.0,11.0,20.0,24.0
110.2,48.48,16.4,0.0,0.0,0.0,5.715999999999999,3350.0,192.6,48.7,1042.6,10.3815,6.808,62.4,104.5,7.2,124.5,0.5898000000000001,0.0,6.045999999999999,24.71,24.28,23.33,74.30999999999999,0.1840999999999999,157.0,0.0,0.0,1.0,2024.0,11.0,20.0,4.0
172.5,59.34,21.1,4.0,0.695,70.1,5.630000000000001,3410.0,195.6,47.4,727.0,10.327500000000002,7.0120000000000005,14.9,40.4,2.5,24.6,0.1273,63.66182836771072,6.610000000000001,25.6,23.67,23.890000000000004,78.8,0.0824999999999999,186.6,0.0,0.0,1.0,2024.0,11.0,20.0,4.0
154.3,62.4,11.0,2.0,0.345,70.0,5.6,3300.0,210.0,37.0,780.0,8.63,5.6,4.0,6.0,1.0,7.0,0.043,70.0280112044818,6.06,20.2,21.5,22.5,83.7,0.0,143.0,0.0,0.0,1.0,2024.0,11.0,20.0,4.0
182.5,62.06999999999999,22.2,0.0,0.0,0.0,5.462999999999999,2840.0,312.7,45.1,1004.0,10.343,6.94,48.95,32.2,2.9,37.2,0.2803,0.0,6.486,30.35,23.710000000000004,23.640000000000004,77.47999999999999,0.1076999999999999,207.3,1.0,1.0,1.0,2024.0,11.0,20.0,15.0
182.5,62.06999999999999,22.2,0.0,0.0,0.0,5.462999999999999,2840.0,312.7,45.1,1004.0,10.343,6.94,48.95,32.2,2.9,37.2,0.2803,0.0,6.486,30.35,23.710000000000004,23.640000000000004,77.47999999999999,0.1076999999999999,207.3,1.0,1.0,1.0,2024.0,11.0,20.0,15.0
161.55,62.7,9.0,0.0,0.0,0.0,5.7,3000.0,220.0,33.0,1000.0,8.34,7.0,42.0,42.0,2.0,36.0,0.302,0.0,6.31,17.7,21.9,22.4,86.0,0.011,148.0,1.0,1.0,1.0,2024.0,11.0,20.0,15.0
167.95,57.0,7.0,5.0,0.711,60.3,5.6,3600.0,96.0,40.0,910.0,9.69,6.2,13.0,21.0,1.0,14.0,0.095,63.66182836771072,6.24,25.0,21.4,22.2,84.3,0.043,147.0,0.0,2.0,2.0,2024.0,11.0,20.0,9.0
204.4,56.02,19.3,2.0,0.368,70.0,5.555000000000001,3595.0,117.4,44.9,1258.0,10.6415,7.12,27.3,17.3,6.867,104.6,0.2041,71.61955691367456,6.827000000000001,27.370000000000005,26.49,26.39,66.35,0.1146,315.3,0.0,2.0,2.0,2024.0,11.0,20.0,9.0
188.45,57.57000000000001,18.5,1.0,0.144,60.6,5.687500000000001,3090.0,130.8,47.8,657.0,10.44,7.131,19.5,13.1,3.067,22.2,0.1352999999999999,66.84491978609626,6.468000000000001,33.82,25.84,26.34,66.09,0.0987,240.9,0.0,2.0,2.0,2024.0,11.0,20.0,9.0
102.4,63.5,9.0,1.0,0.075,50.5,5.5,3500.0,69.0,40.0,670.0,9.46,6.3,46.0,62.0,4.0,29.0,0.398,54.11255411255412,6.34,13.1,21.9,22.2,87.2,0.006,152.0,1.0,0.0,1.0,2024.0,11.0,20.0,13.0
85.0,59.75999999999999,12.9,1.0,0.144,70.0,5.532500000000001,3610.0,297.5,67.8,642.0,11.2545,6.49,62.5,50.65,4.8,30.2,0.5508,65.25337407690348,6.3100000000000005,19.81,27.410000000000004,26.72,63.44,0.1893,491.7,1.0,0.0,1.0,2024.0,11.0,20.0,13.0
179.4,58.34,12.6,0.0,0.0,0.0,5.4325,3410.0,267.5,49.85,998.5,10.8695,6.410000000000001,63.4,61.85,5.8,26.533000000000005,0.5398999999999999,0.0,6.49,18.48,26.81,27.349999999999994,64.69,0.0761,335.0,1.0,0.0,1.0,2024.0,11.0,20.0,13.0
200.5,66.5,28.0,2.0,0.292,60.7,5.6,3300.0,73.0,40.0,350.0,9.07,6.7,12.0,13.0,1.0,8.0,0.094,65.25337407690348,6.41,22.1,21.9,22.5,84.2,0.058,156.0,2.0,0.0,1.0,2024.0,11.0,20.0,22.0
118.8,59.35999999999999,21.4,1.0,0.172,70.3,5.4975000000000005,3220.0,264.0,49.3,943.0,10.728999999999996,7.034000000000001,44.8,60.616666666666674,5.0,23.6,0.3560999999999999,70.0280112044818,6.296999999999999,29.110000000000003,26.48,26.9,64.99,0.1151,161.6,2.0,0.0,1.0,2024.0,11.0,20.0,22.0
136.0,58.15999999999999,18.5,1.0,0.165,70.3,5.4615,3140.0,251.2,47.9,991.0,10.707999999999997,7.057,42.4,75.75,4.8,24.3,0.3560999999999999,68.43646549528903,6.461,30.44,26.34,26.89,65.16999999999999,0.1326,169.8,2.0,0.0,1.0,2024.0,11.0,20.0,22.0
176.8,59.1,16.0,2.0,0.207,60.3,5.6,3100.0,250.0,35.0,150.0,7.73,6.6,1.0,6.0,1.0,9.0,0.031,57.29564553093965,6.36,46.7,21.9,22.6,86.0,0.031,235.0,1.0,0.0,0.0,2024.0,11.0,20.0,10.0
181.6,56.77,21.6,3.0,0.529,60.9,5.339999999999999,2880.0,516.0,41.45,176.0,9.737,6.755999999999999,5.0,15.1,1.5,10.2,0.0542,68.43646549528903,6.364,36.47,23.770000000000003,24.21,78.16,0.0652,153.2,1.0,0.0,0.0,2024.0,11.0,20.0,10.0
177.1,57.17,16.4,2.0,0.396,70.6,5.411,2770.0,461.0,46.3,164.9,9.192,6.635999999999998,5.3,24.1,2.5,13.6,0.1397999999999999,70.0280112044818,6.341000000000001,38.89,23.770000000000003,24.21,77.94,0.0864,162.1,1.0,0.0,0.0,2024.0,11.0,20.0,10.0
143.8,54.36,22.9,2.0,0.277,60.5,5.532,3200.0,133.4,40.0,277.9,9.374,6.875,9.7,17.3,2.0,16.0,0.1111,63.66182836771072,6.816999999999998,32.559999999999995,24.14,24.88,70.8,0.0974,208.6,0.0,0.0,0.0,2024.0,11.0,20.0,28.0
143.8,54.99000000000001,21.9,1.0,0.134,60.6,5.441999999999999,3210.0,142.0,40.0,277.9,9.536,6.925,9.8,22.2,2.0,15.9,0.1234,63.66182836771072,6.717999999999999,30.23,24.2,25.72,64.61,0.0981,231.8,0.0,0.0,0.0,2024.0,11.0,20.0,28.0
138.6,56.6,17.0,3.0,0.406,60.6,5.7,3200.0,82.0,38.0,320.0,8.45,6.3,8.0,20.0,1.0,6.0,0.105,63.66182836771072,6.71,28.3,21.9,22.7,85.2,0.024,197.0,0.0,0.0,0.0,2024.0,11.0,20.0,28.0
178.3,58.71,18.5,2.0,0.228,60.5,5.433,3140.0,328.3,43.2,539.0,9.711999999999998,6.528999999999999,17.2,26.9,3.8,21.1,0.1262,60.47873694932519,6.37,31.49,25.130000000000003,25.73,67.41999999999999,0.1365,298.8,1.0,2.0,0.0,2024.0,11.0,20.0,12.0
137.1,59.86999999999999,19.0,5.0,0.448,60.7,5.432,3190.0,366.7,45.4,317.0,10.107,6.439,12.1,11.3,3.0,20.6,0.1159,63.66182836771072,6.362,32.31,24.860000000000007,25.76,70.58000000000001,0.1229,240.0,1.0,2.0,0.0,2024.0,11.0,20.0,12.0
143.9,63.7,14.0,3.0,0.456,60.6,5.6,3600.0,110.0,42.0,520.0,9.24,6.3,1.0,10.0,1.0,9.0,0.047,63.66182836771072,6.38,38.7,21.9,22.4,86.3,0.13,162.0,1.0,2.0,0.0,2024.0,11.0,20.0,12.0
172.2,57.17,16.0,1.0,0.152,60.1,5.6,3395.0,143.3,50.3,800.0,11.2785,7.061999999999999,13.1,32.4,2.9,11.4,0.0458999999999999,68.43646549528903,6.606,34.300000000000004,24.17,25.49,71.34,0.3391,225.1,2.0,2.0,1.0,2024.0,11.0,20.0,26.0
180.0,57.46,15.5,2.0,0.205,70.2,5.588,3425.0,146.6,48.85,780.0,11.169,7.052,12.7,32.3,3.8,11.2,0.044,57.29564553093965,6.62,33.57000000000001,24.14,25.32,72.3,0.3396,234.7,2.0,2.0,1.0,2024.0,11.0,20.0,26.0
191.6,65.7,14.0,2.0,0.241,60.3,5.6,3300.0,30.0,40.0,550.0,8.26,6.7,10.0,5.0,1.0,16.0,0.048,62.070282658517954,6.36,40.6,21.9,22.3,87.1,0.228,174.0,2.0,2.0,1.0,2024.0,11.0,20.0,26.0
135.4,51.32000000000001,11.2,2.0,0.231,60.5,5.633000000000001,3280.0,150.95,41.0,715.9,10.377,6.824,17.133,25.9,4.95,28.0,0.114,55.70409982174688,6.419,23.01,26.630000000000003,26.68,63.39,0.1665,308.2,1.0,1.0,2.0,2024.0,11.0,20.0,16.0
118.7,47.25000000000001,6.4,0.0,0.0,0.0,5.9165,3280.0,174.65,40.5,1951.0,9.356,6.794999999999999,51.133,114.8,9.8,107.9,0.445,0.0,6.378,24.19,26.12,26.649999999999995,64.08,0.3035,723.3,1.0,1.0,2.0,2024.0,11.0,20.0,16.0
157.7,54.5,13.0,1.0,0.092,60.0,5.6,3800.0,79.0,46.0,730.0,9.54,6.8,13.0,10.0,1.0,17.0,0.07,55.70409982174688,6.29,43.5,21.5,22.3,84.8,0.164,141.0,1.0,1.0,2.0,2024.0,11.0,20.0,16.0
149.8,49.5,11.0,3.0,0.301,60.7,5.8,3700.0,47.0,49.0,670.0,10.22,6.0,28.0,45.0,2.0,14.0,0.226,58.88719124013242,6.22,40.5,22.7,23.9,77.0,0.206,279.0,0.0,0.0,0.0,2024.0,11.0,20.0,1.0
161.6,56.84000000000001,18.5,0.0,0.0,0.0,5.5165000000000015,3260.0,300.9,50.7,408.7,10.583,6.550000000000002,27.1,35.1,2.25,37.75,0.2082,0.0,6.385000000000001,34.44,26.43,27.05,63.64,0.1094,280.8,0.0,0.0,0.0,2024.0,11.0,20.0,1.0
161.6,56.84000000000001,18.5,0.0,0.0,0.0,5.5165000000000015,3260.0,300.9,50.7,408.7,10.583,6.550000000000002,27.1,35.1,2.25,37.75,0.2082,0.0,6.385000000000001,34.44,26.43,27.05,63.64,0.1094,280.8,0.0,0.0,0.0,2024.0,11.0,20.0,1.0
150.6,56.5,11.0,1.0,0.109,60.6,5.9,3300.0,26.0,42.0,660.0,8.48,5.5,49.0,33.0,2.0,13.0,0.316,60.47873694932519,6.33,39.5,22.7,23.6,82.0,0.137,274.0,1.0,0.0,2.0,2024.0,11.0,20.0,14.0
193.05,53.6,16.1,0.0,0.0,0.0,5.592499999999999,3590.0,112.3,47.9,822.0,9.907,6.574,75.0,71.9,5.1,72.5,0.5371999999999999,0.0,6.614,32.92,23.96,24.680000000000003,72.45,0.2096999999999999,335.8,1.0,0.0,2.0,2024.0,11.0,20.0,14.0
167.6,55.49999999999999,15.4,4.0,0.447,60.9,5.562,3380.0,113.9,45.7,439.7,9.934,7.439999999999999,10.7,26.2,1.6,17.1,0.0762999999999999,63.66182836771072,6.633,34.3,23.95,24.29,73.26,0.095,271.4,1.0,0.0,2.0,2024.0,11.0,20.0,14.0
171.6,56.4,18.0,2.0,0.237,60.2,5.8,3500.0,62.0,48.0,720.0,9.75,6.8,22.0,9.0,1.0,12.0,0.111,65.25337407690348,6.4,33.9,22.3,23.3,82.8,0.071,266.0,0.0,1.0,2.0,2024.0,11.0,20.0,7.0
214.1,56.06,18.8,3.0,0.514,60.8,5.54,3430.0,84.2,50.8,499.0,10.816999999999998,7.0200000000000005,35.6,52.8,4.3,59.2,0.2139999999999999,68.43646549528903,6.73,21.9,23.23,24.06,76.31,0.1322,245.5,0.0,1.0,2.0,2024.0,11.0,20.0,7.0
143.0,52.03,17.9,2.0,0.247,60.3,5.3020000000000005,3200.0,568.0,50.55,315.0,11.042000000000002,6.519,29.8,18.5,2.3,24.8,0.1392,60.47873694932519,6.455,37.23,23.83,24.1,78.02,0.1766,305.3,0.0,1.0,2.0,2024.0,11.0,20.0,7.0
186.8,57.6,17.0,0.0,0.0,0.0,5.8,3200.0,71.0,39.0,480.0,8.72,6.4,4.0,8.0,1.0,9.0,0.048,0.0,6.26,35.1,22.3,22.8,82.9,0.175,238.0,0.0,2.0,0.0,2024.0,11.0,20.0,3.0
183.9,56.34,14.6,3.0,0.426,60.3,5.556000000000001,3235.0,235.3,54.7,383.0,9.984,6.598999999999999,11.3,20.25,1.7,18.7,0.1322,58.88719124013242,6.372000000000001,32.79,24.01,24.42,74.56000000000002,0.1392,192.0,0.0,2.0,0.0,2024.0,11.0,20.0,3.0
148.55,57.71,19.0,4.0,0.755,70.2,5.4,2980.0,539.5,53.4,620.0,10.64,5.83,15.4,55.5,3.0,50.2,0.1896,74.8026483320601,6.476999999999999,39.41,25.11,25.76,69.33,0.144,289.7,0.0,2.0,0.0,2024.0,11.0,20.0,3.0
155.55,56.2,23.9,1.0,0.088,60.4,5.345,3345.0,192.0,48.0,562.5,10.09,6.780000000000001,17.2,25.8,3.2,14.7,0.187,55.70409982174688,6.456,34.3,27.74,28.21,59.96,0.2053,566.5,2.0,0.0,2.0,2024.0,11.0,20.0,23.0
166.85,58.69000000000001,16.9,2.0,0.256,60.9,5.42,3405.0,178.5,53.6,420.6,10.352,6.7200000000000015,19.85,11.6,3.0,13.3,0.1832,60.47873694932519,6.397,35.959999999999994,23.74,24.110000000000003,75.06,0.2941,422.6,2.0,0.0,2.0,2024.0,11.0,20.0,23.0
159.4,52.7,15.0,0.0,0.0,0.0,5.6,3600.0,110.0,49.0,300.0,9.63,6.9,19.0,17.0,5.0,13.0,0.1,0.0,6.3,34.3,22.3,22.8,82.9,0.225,255.0,2.0,0.0,2.0,2024.0,11.0,20.0,23.0
188.2,58.32000000000001,14.3,3.0,0.264,50.4,5.44,2990.0,136.8,53.2,363.0,9.8685,6.94,21.4,35.05,2.6,36.9,0.1523999999999999,58.88719124013242,6.566,35.32,24.79,25.74,64.78999999999999,0.1625,221.7,2.0,2.0,0.0,2024.0,11.0,20.0,21.0
160.6,59.42,18.9,3.0,0.485,60.8,5.406999999999999,3260.0,144.0,52.2,261.5,9.449000000000002,6.98,6.1,13.6,1.0,10.6,0.0713,70.0280112044818,6.671000000000001,36.77,24.78,25.630000000000003,66.89,0.1482,247.3,2.0,2.0,0.0,2024.0,11.0,20.0,21.0
142.0,60.8,18.0,3.0,0.35,60.5,5.6,3400.0,73.0,58.0,420.0,9.41,6.7,31.0,35.0,1.0,9.0,0.168,60.47873694932519,6.21,51.7,22.3,23.1,81.6,0.152,271.0,2.0,2.0,0.0,2024.0,11.0,20.0,21.0
154.7,53.8,12.2,0.0,0.0,0.0,5.520999999999999,3255.0,129.9,44.5,945.1,10.7795,6.622,10.7,5.45,1.6,30.1,0.079,0.0,6.252000000000001,38.02,28.279999999999998,29.59,56.44,0.0789,647.8,0.0,0.0,2.0,2024.0,11.0,20.0,5.0
119.95,52.80000000000001,11.6,2.0,0.397,70.4,5.701999999999999,3490.0,227.2,51.6,1415.0,11.523,6.640000000000001,64.9,54.95,8.5,78.75,0.6288,81.16883116883118,6.302999999999999,23.82,29.33,31.120000000000005,52.77,0.5342,588.2,0.0,0.0,2.0,2024.0,11.0,20.0,5.0
166.4,50.0,14.0,0.0,0.0,0.0,5.7,3800.0,70.0,46.0,790.0,9.02,6.5,36.0,15.0,1.0,10.0,0.182,0.0,6.36,51.4,22.7,23.8,80.3,0.187,281.0,0.0,0.0,2.0,2024.0,11.0,20.0,5.0
143.1,53.53,7.4,3.0,0.349,60.2,5.389999999999999,3300.0,531.7,57.2,1279.6,12.614999999999998,6.38,63.1,55.3,6.8,82.0,0.5315,62.070282658517954,6.411,32.89999999999999,26.640000000000004,27.36,60.45,0.0891999999999999,254.9,2.0,2.0,2.0,2024.0,11.0,20.0,30.0
147.2,53.6,7.0,2.0,0.304,60.5,5.389999999999999,3350.0,524.0,61.1,1279.6,12.618,6.48,61.15,52.4,6.8,82.0,0.5315,68.43646549528903,6.398999999999999,33.739999999999995,26.640000000000004,27.32,60.74,0.0933,254.9,2.0,2.0,2.0,2024.0,11.0,20.0,30.0
