Plant_Height (cm),Chlorophyll (SPAD),Number of Flowers,Number of Harvested Fruits,Weight of Harvested Fruits (Kg),Fruit Height (mm),Sap pH,Sap K (ppm),Sap Ca (ppm),Sap Na (ppm),Sap NO3 (ppm),Sap Conductivity (mS/cm),Soil pH Horiba,Soil K Horiba (ppm),Soil Ca Horiba (ppm),Soil Na Horiba (ppm),Soil NO3 Horiba (ppm),Soil Conductivity Horiba (mS/cm),Fruit Diameter (mm),7in1_Ph[pH],7in1_Moisture[%RH],7in1_S_Temperature[C],Air_sensor_Temperature[C],Air_sensor_Humidity[%RH],7in1_Conductivity[mS/cm],Pynamometer_Radiation[W/m2],Nitrogen,Phosphorus,Potassium,Year,Month,Day,Treatment_Num
75.7,53.120000000000005,9.5,0.0,0.0,0.0,5.539,3225.0,334.55,46.65,2570.0,10.645999999999995,6.759,74.1,78.4,11.75,141.65,0.6053,0.0,6.43,19.9,26.7,24.6,69.9,0.378,130.0,2.0,1.0,1.0,2024.0,8.0,6.0,24.0
74.7,50.88,23.4,0.0,0.0,0.0,5.631,3545.0,184.0,49.0,2152.0,11.618,6.972,285.3999999999951,63.25,20.2,65.25,0.6234,0.0,6.42,16.0,26.3,24.5,71.1,0.385,142.0,1.0,1.0,0.0,2024.0,8.0,6.0,11.0
153.25,58.96,21.4,0.0,0.0,0.0,5.422,3720.0,416.2,54.8,750.0,12.786,6.788999999999999,10.6,28.9,6.5,16.3,0.1381,0.0,6.45,16.9,26.3,24.4,71.7,0.125,168.0,2.0,2.0,2.0,2024.0,8.0,6.0,27.0
124.8,56.45000000000001,13.3,0.0,0.0,0.0,5.854000000000001,3740.0,375.9,44.0,1790.0,9.95,6.672,40.95,41.3,10.6,53.4,0.3576999999999999,0.0,6.68,21.5,24.4,23.1,78.7,0.406,132.0,2.0,2.0,2.0,2024.0,8.0,14.0,27.0
85.6,54.510000000000005,9.6,0.0,0.0,0.0,5.509,3140.0,281.2,47.25,2665.0,11.2125,6.682,142.1,189.9,38.6,405.7,1.3495,0.0,6.48,14.1,24.0,23.2,79.7,0.866,148.0,2.0,1.0,1.0,2024.0,8.0,14.0,24.0
70.7,48.69,14.3,0.0,0.0,0.0,6.024,3440.0,188.6,47.95,1696.0,10.191,6.884,21.46666666666667,59.7,4.95,57.9,0.3879,0.0,6.61,17.3,24.0,23.3,79.1,0.552,166.0,0.0,0.0,1.0,2024.0,8.0,14.0,4.0
135.1,57.55,14.0,0.0,0.0,0.0,5.5815,3705.0,185.3,45.4,1281.0,10.694,6.8340000000000005,55.8,60.9,5.9,120.3,0.4415,0.0,6.56,13.7,24.0,23.4,77.6,0.304,155.0,1.0,1.0,1.0,2024.0,8.0,14.0,15.0
142.15,58.610000000000014,12.9,0.0,0.0,0.0,5.615,3365.0,179.4,48.3,970.0,10.7605,6.910000000000001,18.15,17.2,4.2,23.1,0.1666,0.0,6.68,22.3,24.4,23.4,77.0,0.278,161.0,0.0,2.0,2.0,2024.0,8.0,14.0,9.0
53.1,53.45,16.0,0.0,0.0,0.0,5.465000000000001,3940.0,260.2,67.2,1477.0,10.809,6.2,77.0,112.6,9.4,87.4,0.5708,0.0,6.7,15.4,24.4,23.6,76.8,0.561,259.0,1.0,0.0,1.0,2024.0,8.0,14.0,13.0
105.6,56.760000000000005,18.9,0.0,0.0,0.0,5.535000000000001,3480.0,289.5,47.2,1504.0,11.5495,7.12,55.5,84.46666666666667,13.15,35.6,0.5454000000000001,0.0,6.08,15.3,24.5,23.9,74.8,0.741,264.0,2.0,0.0,1.0,2024.0,8.0,14.0,22.0
127.3,53.16,15.4,0.0,0.0,0.0,5.3905,3340.0,349.0,44.55,1574.0,10.337,6.677000000000001,36.2,66.0,4.0,93.1,0.2331,0.0,6.44,15.0,24.4,24.2,74.0,0.557,453.0,1.0,0.0,0.0,2024.0,8.0,14.0,10.0
39.15,48.900000000000006,20.4,0.0,0.0,0.0,5.554,3150.0,548.1,45.7,466.7,11.829,6.981,38.2,65.7,7.3,211.6,0.6417000000000002,0.0,6.56,14.5,25.2,24.8,75.3,0.578,471.0,0.0,0.0,0.0,2024.0,8.0,14.0,28.0
186.5,58.28000000000001,16.5,0.0,0.0,0.0,5.6065000000000005,3270.0,332.7,42.9,1045.0,9.800999999999998,7.208,31.3,58.0,3.6,34.9,0.1946,0.0,6.61,10.8,25.6,25.4,68.8,0.119,590.0,1.0,2.0,0.0,2024.0,8.0,14.0,12.0
107.15,43.13,18.9,0.0,0.0,0.0,5.581999999999999,3675.0,250.6,57.1,1523.0,12.495500000000002,7.296000000000001,66.3,114.6,30.7,119.6,0.5322,0.0,6.56,14.9,26.0,26.0,69.1,0.551,559.0,2.0,2.0,1.0,2024.0,8.0,14.0,26.0
80.8,45.64,6.1,0.0,0.0,0.0,5.8665,3190.0,173.15,40.6,2100.0,9.325,6.855,84.833,109.45,16.05,114.9,0.6145,0.0,6.61,16.6,27.0,26.7,66.4,0.982,612.0,1.0,1.0,2.0,2024.0,8.0,14.0,16.0
106.1,54.290000000000006,11.8,0.0,0.0,0.0,5.59,3470.0,131.6,41.65,2010.0,11.086,7.141000000000001,29.6,30.7,4.1,43.65,0.2608,0.0,6.62,23.9,26.8,27.4,64.1,0.133,435.0,0.0,0.0,0.0,2024.0,8.0,14.0,1.0
61.35,45.94,6.0,0.0,0.0,0.0,5.6930000000000005,3600.0,178.1,47.45,2119.0,10.7835,6.502,57.55,65.65,5.6,150.25,0.5973999999999999,0.0,6.56,10.5,26.8,27.3,59.3,0.374,282.0,1.0,0.0,2.0,2024.0,8.0,14.0,14.0
136.45,53.08,16.7,0.0,0.0,0.0,5.3985,3390.0,414.7,51.5,1162.0,11.58,6.648000000000001,35.8,78.2,2.8,45.3,0.1964,0.0,6.54,18.5,26.8,27.2,58.7,0.247,437.0,0.0,1.0,2.0,2024.0,8.0,14.0,7.0
102.1,48.11,13.5,0.0,0.0,0.0,5.456,2950.0,367.2,52.2,1040.0,10.568,5.970000000000001,60.5,72.75,6.2,95.9,0.4625,0.0,6.56,23.1,26.8,27.4,63.8,1.336,467.0,0.0,2.0,0.0,2024.0,8.0,14.0,3.0
60.9,48.25,5.9,0.0,0.0,0.0,5.861,3310.0,188.0,45.5,1433.6,10.277,6.354,56.15,66.0,5.5,264.3,0.3672,0.0,6.48,18.3,27.2,27.2,61.8,0.576,247.0,2.0,0.0,2.0,2024.0,8.0,14.0,23.0
42.1,48.28,13.3,0.0,0.0,0.0,5.613999999999999,3180.0,147.2,50.7,1300.0,10.330000000000002,6.44,75.1,113.45,22.05,256.8,1.0738,0.0,6.47,17.1,27.2,27.1,60.7,0.528,286.0,2.0,2.0,0.0,2024.0,8.0,14.0,21.0
88.85,50.370000000000005,13.1,0.0,0.0,0.0,5.48,3365.0,135.3,46.2,1513.0,10.792,6.127,67.2,80.5,7.2,83.4,0.5828,0.0,6.41,19.9,27.2,27.0,62.0,0.552,176.0,0.0,0.0,2.0,2024.0,8.0,14.0,5.0
70.3,50.260000000000005,7.6,0.0,0.0,0.0,5.3100000000000005,3260.0,515.0,62.7,2155.8,13.124,6.6,96.7,115.7,14.3,228.0,1.1431999999999998,0.0,6.51,14.3,27.2,26.7,62.0,0.557,153.0,2.0,2.0,2.0,2024.0,8.0,14.0,30.0
142.9,58.93000000000001,13.6,0.0,0.0,0.0,5.515000000000001,3275.0,245.6,45.1,1630.0,11.22,6.4510000000000005,31.4,41.1,2.05,45.8,0.2724999999999999,0.0,6.43,16.6,26.4,26.4,63.0,0.371,155.0,2.0,1.0,0.0,2024.0,8.0,14.0,20.0
103.0,50.96,21.0,0.0,0.0,0.0,5.481,3080.0,156.0,50.3,1870.0,11.143,6.436,25.8,54.3,5.9,85.4,0.5256000000000001,0.0,6.54,19.9,26.0,26.1,63.6,0.375,155.0,1.0,2.0,2.0,2024.0,8.0,14.0,18.0
134.0,53.06,14.2,0.0,0.0,0.0,5.545,3390.0,223.7,43.7,2480.0,11.445,6.861,20.0,61.4,3.8,94.3,0.2606,0.0,6.45,18.2,25.6,26.0,65.5,0.371,175.0,1.0,1.0,1.0,2024.0,8.0,14.0,29.0
74.35,52.33,8.8,0.0,0.0,0.0,5.569999999999999,3230.0,309.5,40.9,1890.0,11.413999999999998,6.249,71.8,167.85,8.5,217.6,1.0512,0.0,6.43,17.0,25.6,25.9,65.7,0.768,270.0,2.0,1.0,2.0,2024.0,8.0,14.0,25.0
163.0,57.45,23.8,0.0,0.0,0.0,5.43,3230.0,193.1,39.0,1801.0,9.357,6.664,41.4,54.25,3.1,44.8,0.2099,0.0,6.5,26.1,25.6,25.8,66.3,1.416,289.0,2.0,0.0,0.0,2024.0,8.0,14.0,19.0
105.8,44.690000000000005,7.6,0.0,0.0,0.0,5.786,3380.0,165.26666666666668,40.9,2116.0,9.85,6.686000000000002,32.0,121.0,7.3,70.7,0.3046,0.0,6.6,20.3,26.0,25.8,66.0,0.563,265.0,0.0,1.0,0.0,2024.0,8.0,14.0,2.0
108.75,53.06999999999999,8.1,0.0,0.0,0.0,5.587,3525.0,186.6,39.6,2460.0,11.1125,6.335,285.3999999999951,88.05,11.0,259.7,0.8805999999999999,0.0,6.47,15.9,26.4,26.1,66.8,0.562,427.0,0.0,1.0,1.0,2024.0,8.0,14.0,6.0
92.3,48.540000000000006,15.6,0.0,0.0,0.0,5.535,3530.0,381.0,42.8,1699.0,11.660000000000002,7.097,285.3999999999951,86.0,20.3,214.1,0.7996,0.0,6.5,14.0,26.8,26.3,65.1,0.548,240.0,1.0,2.0,1.0,2024.0,8.0,14.0,17.0
74.7,49.99,23.4,0.0,0.0,0.0,5.416,3410.0,250.0,54.5,2192.0,11.678999999999998,7.141,285.3999999999951,53.9,20.2,52.75,0.6162,0.0,6.4,18.6,26.5,26.5,63.9,0.364,351.0,1.0,1.0,0.0,2024.0,8.0,14.0,11.0
66.9,43.760000000000005,7.9,0.0,0.0,0.0,5.782,3595.0,494.0,44.3,1808.0,12.005,6.781999999999999,285.3999999999951,83.4,9.3,156.4,1.9676999999999976,0.0,6.52,16.8,27.1,26.8,62.3,0.572,900.0,0.0,2.0,1.0,2024.0,8.0,14.0,8.0
31.0,45.7,11.2,0.0,0.0,0.0,5.811999999999999,3200.0,281.0,48.7,1322.0,10.935999999999998,6.0,31.0,69.4,7.0,150.0,0.389,0.0,6.56,19.4,27.7,27.0,59.9,0.575,350.0,0.0,2.0,2.0,2024.0,8.0,14.0,9.0
38.0,44.9,13.5,0.0,0.0,0.0,5.58,3980.0,234.7,68.55,1765.5,11.233,6.0,22.0,57.5,3.0,120.0,0.186,0.0,6.22,14.7,27.3,27.0,63.1,0.562,639.0,1.0,0.0,1.0,2024.0,8.0,14.0,13.0
43.0,46.6,14.7,0.0,0.0,0.0,5.641999999999999,3520.0,241.3,57.05,1850.0,12.9965,6.8,7.0,53.2,3.0,14.0,0.046,0.0,6.53,19.2,27.4,27.1,61.5,0.715,214.0,2.0,2.0,1.0,2024.0,8.0,14.0,26.0
36.0,44.3,12.2,0.0,0.0,0.0,5.823,3270.0,265.5,42.2,926.0,9.689,6.9,39.0,46.9,6.0,63.0,0.157,0.0,6.43,20.8,27.4,27.4,59.4,0.561,267.0,1.0,1.0,2.0,2024.0,8.0,14.0,16.0
27.0,43.6,13.3,0.0,0.0,0.0,5.551500000000001,3365.0,346.0,39.8,1610.0,10.403,6.7,50.0,162.6,15.0,470.0,0.789,0.0,6.6,14.9,27.0,27.3,61.4,0.563,296.0,1.0,0.0,0.0,2024.0,8.0,14.0,10.0
34.0,46.1,14.3,0.0,0.0,0.0,5.801,3500.0,286.5,43.0,1621.0,11.895,6.9,7.0,22.0,3.0,59.0,0.115,0.0,6.6,17.4,27.0,27.2,61.8,0.53,319.0,2.0,0.0,1.0,2024.0,8.0,14.0,22.0
48.0,45.7,21.2,0.0,0.0,0.0,5.563,3960.0,402.55,58.95,477.6,12.055,7.1,4.0,61.0,2.0,25.0,0.065,0.0,6.51,20.7,27.4,27.3,63.6,0.394,286.0,1.0,2.0,0.0,2024.0,8.0,14.0,12.0
31.0,46.6,17.4,0.0,0.0,0.0,5.604,2890.0,553.65,45.3,766.8,11.816,7.0,44.0,64.5,7.0,240.0,0.62,0.0,6.6,16.0,27.4,27.4,59.5,0.582,256.0,0.0,0.0,0.0,2024.0,8.0,14.0,28.0
42.0,46.3,12.8,0.0,0.0,0.0,5.6690000000000005,3470.0,120.6,36.6,1960.0,9.841,7.0,23.0,36.3,6.0,320.0,0.226,0.0,6.65,21.4,27.4,27.1,61.8,0.558,261.0,0.0,0.0,0.0,2024.0,8.0,14.0,1.0
32.0,44.5,5.3,0.0,0.0,0.0,5.646,3580.0,139.5,50.0,1429.2,10.7035,7.3,23.0,35.35,4.0,120.0,0.218,0.0,6.54,24.5,27.4,27.0,63.5,0.554,261.0,1.0,0.0,2.0,2024.0,8.0,14.0,14.0
40.0,45.1,12.4,0.0,0.0,0.0,5.529999999999999,3310.0,133.6,45.1,1425.1,10.546,6.4,14.0,43.15,2.0,59.0,0.133,0.0,6.53,18.3,27.4,27.1,62.9,0.357,278.0,0.0,0.0,2.0,2024.0,8.0,14.0,5.0
36.5,46.2,7.2,0.0,0.0,0.0,5.502,3260.0,192.5,44.4,1177.0,11.206999999999995,6.9,11.0,33.6,5.0,57.0,0.058,0.0,6.49,22.8,27.0,27.1,60.9,0.578,271.0,2.0,2.0,2.0,2024.0,8.0,14.0,30.0
33.5,45.3,12.8,0.0,0.0,0.0,5.506,3125.0,213.0,52.45,1277.0,10.822,6.8,35.0,46.65,6.0,210.0,0.303,0.0,6.55,21.4,27.0,26.7,59.5,0.571,282.0,0.0,2.0,0.0,2024.0,8.0,14.0,3.0
38.0,46.2,9.7,0.0,0.0,0.0,5.5985,3460.0,236.1,51.05,1329.0,11.646,6.6,43.0,78.0,5.0,90.0,0.404,0.0,3.94,17.8,27.4,26.8,63.6,0.543,235.0,0.0,1.0,2.0,2024.0,8.0,14.0,7.0
42.0,46.7,10.7,0.0,0.0,0.0,5.476999999999999,3220.0,297.4,53.1,1340.0,11.029,6.7,68.0,100.8,14.0,590.0,0.847,0.0,6.47,15.6,27.8,27.2,58.0,0.547,320.0,2.0,2.0,0.0,2024.0,8.0,14.0,21.0
28.0,44.5,5.7,0.0,0.0,0.0,5.851000000000001,3230.0,150.5,46.4,1199.6,10.054,6.6,11.0,66.8,4.0,140.0,0.304,0.0,6.42,18.3,27.4,27.2,58.0,0.403,440.0,2.0,0.0,2.0,2024.0,8.0,14.0,23.0
40.0,42.0,11.7,0.0,0.0,0.0,5.570000000000001,3340.0,168.0,37.7,1625.0,10.896999999999998,6.3,67.0,53.5,18.0,400.0,0.739,0.0,6.37,15.9,27.4,27.2,58.0,0.551,329.0,2.0,1.0,0.0,2024.0,8.0,14.0,20.0
35.0,44.3,7.8,0.0,0.0,0.0,5.660000000000001,2980.0,203.6,48.0,2020.0,10.916,7.0,10.0,59.6,3.0,140.0,0.352,0.0,6.48,24.0,27.8,27.1,57.8,0.544,435.0,1.0,2.0,2.0,2024.0,8.0,14.0,18.0
34.5,42.3,14.2,0.0,0.0,0.0,5.842,3480.0,327.0,41.2,937.0,11.788499999999996,6.8,0.5,12.7,2.0,21.0,0.079,0.0,6.5,26.3,27.8,27.2,59.1,0.386,834.0,0.0,1.0,1.0,2024.0,8.0,14.0,6.0
37.0,45.1,13.1,0.0,0.0,0.0,5.665000000000001,3360.0,447.0,44.3,1798.0,11.54,6.8,6.0,65.5,2.0,45.0,0.103,0.0,6.56,20.7,27.8,27.3,59.0,0.551,374.0,1.0,2.0,1.0,2024.0,8.0,14.0,17.0
35.0,47.3,9.4,0.0,0.0,0.0,5.64,3330.0,257.7,40.75,1620.0,12.01,6.9,15.0,65.3,3.0,88.0,0.159,0.0,6.57,22.5,28.6,27.7,61.2,0.538,789.0,2.0,1.0,2.0,2024.0,8.0,14.0,25.0
38.0,44.1,11.5,0.0,0.0,0.0,6.0200000000000005,3510.0,225.8,46.4,2400.0,10.997000000000002,6.5,27.0,68.5,4.0,90.0,0.259,0.0,6.62,25.1,29.0,28.4,59.6,0.56,437.0,1.0,1.0,1.0,2024.0,8.0,14.0,29.0
42.0,44.9,10.4,0.0,0.0,0.0,5.646,3410.0,173.7,35.7,2436.0,10.418000000000005,6.4,6.0,60.0,2.0,42.0,0.1,0.0,6.53,26.2,29.4,29.1,58.0,0.321,538.0,0.0,1.0,0.0,2024.0,8.0,14.0,2.0
35.0,45.8,7.9,0.0,0.0,0.0,5.753000000000001,3175.0,225.8,37.1,1906.0,10.159,6.6,5.0,32.85,2.0,62.0,0.16,0.0,6.44,26.4,29.0,29.2,56.6,0.358,276.0,2.0,0.0,0.0,2024.0,8.0,14.0,19.0
33.0,46.8,8.2,0.0,0.0,0.0,5.619,3530.0,317.0,43.2,1869.0,10.648,6.6,0.5,31.9,0.5,34.0,0.074,0.0,6.65,29.8,29.0,28.8,53.6,0.355,261.0,0.0,2.0,1.0,2024.0,8.0,14.0,8.0
44.5,45.4,15.4,0.0,0.0,0.0,5.4315,3280.0,246.7,52.8,1393.0,12.009,6.2,6.0,20.3,2.0,50.0,0.098,0.0,6.57,28.7,28.6,28.2,56.0,0.555,263.0,1.0,1.0,1.0,2024.0,8.0,14.0,15.0
43.0,45.2,9.2,0.0,0.0,0.0,5.534000000000001,3095.0,376.05,48.1,2042.8,11.124,6.8,4.0,77.2,2.0,48.0,0.135,0.0,6.56,25.7,28.2,28.1,56.1,0.553,254.0,2.0,1.0,1.0,2024.0,8.0,14.0,24.0
43.0,45.7,19.7,0.0,0.0,0.0,5.585,3460.0,458.0,56.55,2050.0,11.026000000000002,7.2,9.0,33.4,4.0,68.0,0.133,0.0,6.49,26.1,27.4,28.0,56.5,0.393,273.0,1.0,1.0,0.0,2024.0,8.0,14.0,11.0
39.0,43.2,12.3,0.0,0.0,0.0,5.799,3000.0,449.4,41.3,2140.0,11.07,7.5,120.0,76.6,37.0,180.0,0.723,0.0,6.54,25.3,27.4,28.1,54.4,0.579,797.0,2.0,2.0,2.0,2024.0,8.0,14.0,27.0
37.0,42.2,15.0,0.0,0.0,0.0,5.915,3540.0,240.6,55.5,1360.0,12.428,7.0,14.0,50.9,3.0,81.0,0.156,0.0,6.63,22.1,28.2,28.2,57.4,0.541,831.0,0.0,0.0,1.0,2024.0,8.0,14.0,4.0
162.0,56.42999999999999,15.4,0.0,0.0,0.0,5.854,3765.0,266.4,49.9,1443.0,10.491,6.572,22.75,21.8,2.9,21.0,0.1369,0.0,6.45,22.6,25.1,24.5,68.5,0.051,152.0,2.0,2.0,2.0,2024.0,8.0,21.0,27.0
75.2,52.63000000000001,10.0,0.0,0.0,0.0,5.459,3210.0,341.5,49.7,2580.0,11.4065,6.761999999999999,58.6,143.2,11.35,210.05,0.6476,0.0,6.67,17.4,24.3,24.6,68.0,0.554,152.0,2.0,1.0,1.0,2024.0,8.0,21.0,24.0
84.9,49.3,10.8,0.0,0.0,0.0,5.666,3450.0,219.6,51.65,1773.0,10.451,6.32,22.133333333333333,102.5,13.65,161.7,0.4025,0.0,6.61,13.8,23.9,24.7,67.5,0.271,145.0,0.0,0.0,1.0,2024.0,8.0,21.0,4.0
106.85,49.650000000000006,12.0,0.0,0.0,0.0,5.590000000000001,3700.0,188.4,55.0,1620.0,11.875,6.395999999999999,47.2,56.1,4.6,111.65,0.3215,0.0,6.43,21.9,23.9,24.9,67.4,0.068,152.0,1.0,1.0,1.0,2024.0,8.0,21.0,15.0
115.25,54.39000000000001,14.6,0.0,0.0,0.0,5.615,3360.0,236.0,49.4,1112.0,11.086,6.540000000000001,76.4,75.1,13.2,120.83,0.4744999999999999,0.0,6.61,26.6,23.5,24.9,66.7,0.565,164.0,0.0,2.0,2.0,2024.0,8.0,21.0,9.0
66.0,53.09,15.1,0.0,0.0,0.0,5.455,3940.0,326.7,67.0,1357.0,11.267,6.209999999999999,71.95,112.8,6.3,87.66600000000001,0.5565,0.0,6.48,25.4,23.9,24.8,68.8,0.145,166.0,1.0,0.0,1.0,2024.0,8.0,21.0,13.0
70.0,55.56,19.0,0.0,0.0,0.0,5.555000000000001,3560.0,275.5,46.7,1709.0,11.5445,7.129,52.4,107.91666666666669,14.1,49.45,0.5856,0.0,6.43,24.1,23.5,24.8,68.0,0.23,239.0,2.0,0.0,1.0,2024.0,8.0,21.0,22.0
150.1,56.81,18.6,0.0,0.0,0.0,5.462000000000001,3090.0,221.05,44.25,967.0,10.373,6.8420000000000005,12.1,48.8,4.5,16.6,0.2212999999999999,0.0,6.5,20.5,23.9,25.0,67.5,0.057,238.0,1.0,0.0,0.0,2024.0,8.0,21.0,10.0
39.15,48.900000000000006,21.2,0.0,0.0,0.0,5.549,3170.0,574.7,44.1,682.8,11.533,7.029999999999999,36.9,76.9,7.35,167.4,0.6417000000000002,0.0,6.38,18.8,24.3,25.5,68.8,0.563,259.0,0.0,0.0,0.0,2024.0,8.0,21.0,28.0
89.5,53.53,23.4,0.0,0.0,0.0,5.506499999999999,3350.0,432.0,49.1,531.0,11.972000000000005,6.638,10.0,6.7,2.2,28.6,0.0737,0.0,6.4,31.9,24.3,25.5,67.3,0.142,253.0,1.0,2.0,0.0,2024.0,8.0,21.0,12.0
165.8,48.86000000000001,19.3,0.0,0.0,0.0,5.529999999999999,3625.0,279.0,49.75,753.2,12.377,7.210000000000001,46.5,27.1,22.3,86.3,0.2811,0.0,6.3,26.9,24.3,25.5,65.7,0.228,246.0,2.0,2.0,1.0,2024.0,8.0,21.0,26.0
148.0,55.84,18.8,0.0,0.0,0.0,5.5165,3090.0,300.55,44.1,198.5,11.044,7.026000000000001,46.6,51.4,9.5,32.9,0.2526,0.0,6.55,26.9,24.3,25.5,65.6,0.084,155.0,1.0,1.0,2.0,2024.0,8.0,21.0,16.0
105.5,53.09000000000001,14.9,0.0,0.0,0.0,5.609,3350.0,140.1,43.8,1645.7,11.576,7.244,38.9,31.7,4.4,47.05,0.2472,0.0,6.4,26.0,24.3,25.5,66.5,0.063,139.0,0.0,0.0,0.0,2024.0,8.0,21.0,1.0
150.4,53.63,13.0,0.0,0.0,0.0,5.636000000000001,3360.0,208.4,46.6,1089.0,11.093999999999998,7.25,15.1,28.0,2.9,116.0,0.0785,0.0,6.46,19.0,24.3,25.4,64.2,0.101,139.0,1.0,0.0,2.0,2024.0,8.0,21.0,14.0
137.9,56.0,19.2,0.0,0.0,0.0,5.540000000000001,3900.0,104.3,50.6,1571.0,10.959,7.090000000000001,22.8,13.1,3.4,32.1,0.1306999999999999,0.0,6.45,27.4,24.3,25.2,65.0,0.11,148.0,0.0,1.0,2.0,2024.0,8.0,21.0,7.0
164.9,52.36999999999999,14.0,0.0,0.0,0.0,5.698,2985.0,172.7,36.25,977.4,9.2975,6.738,9.6,39.45,3.6,16.2,0.2452,0.0,6.35,23.3,23.9,25.3,67.3,0.093,606.0,0.0,2.0,0.0,2024.0,8.0,21.0,3.0
81.7,48.620000000000005,7.5,0.0,0.0,0.0,5.821,3410.0,238.0,45.8,2260.0,9.743,6.004,34.5,83.7,4.5,328.5,0.4570999999999999,0.0,6.36,25.2,24.7,25.7,65.8,0.181,630.0,2.0,0.0,2.0,2024.0,8.0,21.0,23.0
70.65,49.3,11.2,0.0,0.0,0.0,5.539999999999999,3155.0,142.7,50.8,1470.0,10.592,6.55,49.0,101.75,5.9,132.3,0.7298,0.0,6.41,20.9,25.9,26.5,66.4,0.209,615.0,2.0,2.0,0.0,2024.0,8.0,21.0,21.0
84.2,53.92999999999999,10.8,0.0,0.0,0.0,5.55,3330.0,134.0,42.0,1738.0,10.186,6.377,36.85,60.5,6.6,79.8,0.3324,0.0,6.47,18.7,27.1,27.3,60.6,0.025,507.0,0.0,0.0,2.0,2024.0,8.0,21.0,5.0
54.55,47.41000000000001,5.6,0.0,0.0,0.0,5.682,3380.0,323.5,45.7,1843.8,11.932,6.372,85.15,109.1,13.1,114.6,0.7827,0.0,6.42,20.5,26.7,27.7,59.2,0.302,525.0,2.0,2.0,2.0,2024.0,8.0,21.0,30.0
148.9,55.33,10.9,0.0,0.0,0.0,5.537000000000001,3180.0,114.1,39.2,1770.0,9.831,6.7010000000000005,31.0,29.0,3.2,23.8,0.3046,0.0,6.43,23.8,27.5,28.4,57.4,0.027,514.0,2.0,1.0,0.0,2024.0,8.0,21.0,20.0
144.7,59.64,15.0,0.0,0.0,0.0,5.474,3385.0,117.1,50.0,1366.0,11.120499999999998,6.364000000000001,26.8,45.9,2.9,18.2,0.2141,0.0,6.34,29.8,26.3,28.8,56.0,0.139,579.0,1.0,2.0,2.0,2024.0,8.0,21.0,18.0
74.6,50.83,11.9,0.0,0.0,0.0,5.722,3490.0,190.6,46.0,2360.0,11.17,6.81,18.3,60.4,3.4,97.5,0.1862,0.0,6.31,24.7,26.7,29.2,56.4,0.288,745.0,1.0,1.0,1.0,2024.0,8.0,21.0,29.0
93.65,54.74000000000001,11.0,0.0,0.0,0.0,5.489999999999999,3320.0,212.0,49.85,990.0,11.3,6.344,35.2,35.0,3.4,40.7,0.3584,0.0,6.18,33.9,26.7,29.2,55.3,0.056,261.0,2.0,1.0,2.0,2024.0,8.0,21.0,25.0
62.6,48.46,9.8,0.0,0.0,0.0,5.706000000000001,3105.0,147.7,36.95,2051.0,10.003999999999998,6.801,13.3,81.85,3.3,58.9,0.2419,0.0,6.38,26.7,26.3,28.9,55.6,0.062,238.0,2.0,0.0,0.0,2024.0,8.0,21.0,19.0
131.5,47.67,16.4,0.0,0.0,0.0,5.428,3340.0,319.0,50.1,1066.0,10.82,6.8,42.9,57.4,6.8,68.95,0.4226000000000001,0.0,6.33,24.6,25.9,28.6,57.7,0.038,257.0,0.0,1.0,0.0,2024.0,8.0,21.0,2.0
135.2,56.84,8.5,0.0,0.0,0.0,5.537,3420.0,267.5,39.1,1077.0,10.658,6.606,19.0,22.0,2.4,39.0,0.1597,0.0,6.4,23.6,25.5,28.1,57.1,0.209,261.0,0.0,1.0,1.0,2024.0,8.0,21.0,6.0
141.6,51.55000000000001,16.2,0.0,0.0,0.0,5.4735,3400.0,153.9,41.6,658.0,10.119,6.587000000000001,42.2,58.5,5.85,87.3,0.4291999999999999,0.0,6.31,23.4,25.1,27.8,56.4,0.067,278.0,1.0,2.0,1.0,2024.0,8.0,21.0,17.0
98.55,56.24,21.8,0.0,0.0,0.0,5.586,3090.0,484.0,56.6,1555.4,10.696000000000002,6.8,29.2,43.4,4.5,52.25,0.2764999999999999,0.0,6.45,22.6,24.3,27.4,58.6,0.038,245.0,1.0,1.0,0.0,2024.0,8.0,21.0,11.0
75.6,43.620000000000005,7.8,0.0,0.0,0.0,5.647,3530.0,494.0,44.1,1669.0,11.8115,6.853999999999999,48.6,75.7,7.35,136.65,1.9676999999999976,0.0,6.45,29.2,24.3,27.2,60.5,0.064,573.0,0.0,2.0,1.0,2024.0,8.0,21.0,8.0
71.0,45.9,9.4,0.0,0.0,0.0,5.9,4000.0,204.0,46.0,2000.0,13.99,6.9,17.0,110.1,4.0,24.0,0.151,0.0,6.45,23.8,24.7,27.3,61.4,0.06,615.0,0.0,2.0,2.0,2024.0,8.0,21.0,9.0
72.0,41.6,19.1,0.0,0.0,0.0,5.8,4100.0,314.7,72.0,2000.0,12.25,6.8,14.0,35.9,3.0,16.0,0.117,0.0,6.39,29.0,25.5,27.6,62.9,0.114,800.0,1.0,0.0,1.0,2024.0,8.0,21.0,13.0
72.0,47.5,12.8,0.0,0.0,0.0,5.8,3600.0,223.0,54.0,2000.0,14.44,7.0,21.0,42.1,2.0,56.0,0.353,0.0,6.49,21.9,25.9,28.0,56.3,0.284,287.0,2.0,2.0,1.0,2024.0,8.0,21.0,26.0
