Fecha,Tratamiento,Altura planta (cm),Clorofila (SPAD),Numero flores ,Numero frutos cosechados ,Peso frutos cosechados (Kg),Tamanno altura (mm),pH_savia,K_savia (ppm),Ca_savia (ppm),Na_savia (ppm),NO3_savia (ppm),Conductividad_savia (mS/cm),pH_suelo_Horiba,K_suelo_Horiba (ppm),Ca_suelo_Horiba (ppm),Na_suelo_Horiba (ppm),NO3_suelo_Horiba (ppm),Conductividad_suelo_Horiba (mS/cm),Tamanno cintura (mm),7in1_Ph[pH],7in1_Moisture[%RH],7in1_S_Temperature[C],Air_sensor_Temperature[C],Air_sensor_Humidity[%RH],Tratamiento iniciado,7in1_Conductivity[mS/cm],Pynamometer_Radiation[W/m2],N,P,K,Año,Mes,Día,Tratamiento_num
2024-11-13,T18_N1P2K2,,,,1.0,0.239,70.9,,,,,,,,,,,,,77.98573975044563,,,,,,,,,1,2,2,2024,11,13,18.0
2024-11-13,T18_N1P2K2,,65.1,14.0,4.0,0.693,60.4,5.4,3100.0,650.0,64.0,52.0,11.0,7.2,1.0,19.0,2.0,1.0,0.076,63.66182836771072,6.33,33.8,23.4,24.4,62.7,Si,0.074,342.0,1,2,2,2024,11,13,18.0
2024-11-13,T18_N1P2K2,,,,4.0,0.507,70.2,,,,,,,,,,,,,71.61955691367456,,,,,,,,,1,2,2,2024,11,13,18.0
2024-11-13,T6_N0P1K1,,,,4.0,0.581,70.5,,,,,,,,,,,,,68.43646549528903,,,,,,,,,0,1,1,2024,11,13,6.0
2024-11-13,T6_N0P1K1,,51.2,27.0,5.0,0.85,60.8,5.5,3200.0,120.0,58.0,67.0,9.67,7.3,1.0,18.0,2.0,1.0,0.07,73.21110262286733,6.24,33.8,21.0,22.0,74.7,Si,0.045,274.0,0,1,1,2024,11,13,6.0
2024-11-13,T6_N0P1K1,,,,4.0,0.61,70.5,,,,,,,,,,,,,68.43646549528903,,,,,,,,,0,1,1,2024,11,13,6.0
2024-11-13,T17_N1P2K1,,,,2.0,0.375,70.3,,,,,,,,,,,,,70.0280112044818,,,,,,,,,1,2,1,2024,11,13,17.0
2024-11-13,T17_N1P2K1,,54.8,18.0,3.0,0.481,70.6,5.4,3400.0,360.0,63.0,57.0,10.48,7.0,1.0,12.0,1.0,1.0,0.046,70.0280112044818,6.41,37.1,21.8,22.2,72.2,Si,0.047,276.0,1,2,1,2024,11,13,17.0
2024-11-13,T17_N1P2K1,,,,3.0,0.519,60.6,,,,,,,,,,,,,63.66182836771072,,,,,,,,,1,2,1,2024,11,13,17.0
2024-11-13,T25_N2P1K2,,,,5.0,0.704,60.8,,,,,,,,,,,,,70.0280112044818,,,,,,,,,2,1,2,2024,11,13,25.0
2024-11-13,T25_N2P1K2,,56.1,9.0,1.0,0.173,60.3,5.7,3400.0,130.0,60.0,110.0,9.24,6.2,23.0,28.0,5.0,1.0,0.192,68.43646549528903,6.15,28.1,22.2,22.9,70.1,Si,0.041,278.0,2,1,2,2024,11,13,25.0
2024-11-13,T25_N2P1K2,,,,4.0,0.742,70.5,,,,,,,,,,,,,71.61955691367456,,,,,,,,,2,1,2,2024,11,13,25.0
2024-11-13,T29_BIO N1P1K1,,,,4.0,0.756,70.1,,,,,,,,,,,,,70.0280112044818,,,,,,,,,1,1,1,2024,11,13,29.0
2024-11-13,T29_BIO N1P1K1,,54.7,20.0,4.0,0.686,60.9,5.6,3700.0,380.0,68.0,96.0,11.24,7.0,7.0,21.0,3.0,1.0,0.096,74.8026483320601,6.4,32.8,22.2,23.5,71.3,Si,0.047,282.0,1,1,1,2024,11,13,29.0
2024-11-13,T29_BIO N1P1K1,,,,1.0,0.177,70.2,,,,,,,,,,,,,66.84491978609626,,,,,,,,,1,1,1,2024,11,13,29.0
2024-11-13,T2_N0P1K0,,,,2.0,0.423,70.1,,,,,,,,,,,,,71.61955691367456,,,,,,,,,0,1,0,2024,11,13,2.0
2024-11-13,T2_N0P1K0,,47.7,15.0,0.0,0.0,0.0,5.7,3500.0,240.0,62.0,82.0,10.17,7.4,1.0,18.0,2.0,1.0,0.07,0.0,8.36,37.4,22.2,23.2,70.3,Si,0.038,282.0,0,1,0,2024,11,13,2.0
2024-11-13,T2_N0P1K0,,,,4.0,0.613,60.8,,,,,,,,,,,,,68.43646549528903,,,,,,,,,0,1,0,2024,11,13,2.0
2024-11-13,T19_N2P0K0,,,,1.0,0.26,70.0,,,,,,,,,,,,,79.5772854596384,,,,,,,,,2,0,0,2024,11,13,19.0
2024-11-13,T19_N2P0K0,,35.8,13.0,2.0,0.202,60.2,5.5,3500.0,110.0,60.0,120.0,8.72,7.4,1.0,25.0,1.0,1.0,0.091,57.29564553093965,6.34,34.3,22.2,22.8,73.8,Si,0.052,377.0,2,0,0,2024,11,13,19.0
2024-11-13,T19_N2P0K0,,,,1.0,0.113,60.3,,,,,,,,,,,,,62.070282658517954,,,,,,,,,2,0,0,2024,11,13,19.0
2024-11-13,T8_N0P2K1,,,,1.0,0.173,60.8,,,,,,,,,,,,,70.0280112044818,,,,,,,,,0,2,1,2024,11,13,8.0
2024-11-13,T8_N0P2K1,,52.3,14.0,2.0,0.283,60.4,5.5,3100.0,800.0,71.0,80.0,11.53,6.9,19.0,16.0,3.0,1.0,0.146,65.25337407690348,8.79,40.7,22.2,22.5,74.7,Si,0.056,324.0,0,2,1,2024,11,13,8.0
2024-11-13,T8_N0P2K1,,,,3.0,0.453,60.8,,,,,,,,,,,,,66.84491978609626,,,,,,,,,0,2,1,2024,11,13,8.0
2024-11-13,T15_N1P1K1,,,,2.0,0.251,60.3,,,,,,,,,,,,,60.47873694932519,,,,,,,,,1,1,1,2024,11,13,15.0
2024-11-13,T15_N1P1K1,,53.8,22.0,4.0,0.608,70.4,5.6,3200.0,520.0,64.0,64.0,9.72,5.8,42.0,37.0,4.0,1.0,0.307,60.47873694932519,6.15,35.3,20.6,21.9,73.1,Si,0.137,381.0,1,1,1,2024,11,13,15.0
2024-11-13,T15_N1P1K1,,,,2.0,0.491,70.3,,,,,,,,,,,,,74.8026483320601,,,,,,,,,1,1,1,2024,11,13,15.0
2024-11-13,T24_N2P1K1,,,,1.0,0.138,60.8,,,,,,,,,,,,,63.66182836771072,,,,,,,,,2,1,1,2024,11,13,24.0
2024-11-13,T24_N2P1K1,,53.6,22.0,2.0,0.31,60.9,5.5,3000.0,690.0,58.0,48.0,9.91,6.4,37.0,42.0,4.0,8.0,0.3,66.84491978609626,5.85,31.1,20.6,21.7,73.3,Si,0.319,307.0,2,1,1,2024,11,13,24.0
2024-11-13,T24_N2P1K1,,54.2,16.0,6.0,1.139,70.1,,,,,,,7.1,92.0,140.0,4.0,27.0,0.828,70.0280112044818,6.0,30.2,20.6,21.3,75.0,Si,0.558,344.0,2,1,1,2024,11,13,24.0
2024-11-13,T11_N1P1K0,,,,2.0,0.332,70.1,,,,,,,,,,,,,70.0280112044818,,,,,,,,,1,1,0,2024,11,13,11.0
2024-11-13,T11_N1P1K0,,62.9,21.0,7.0,1.128,70.2,5.5,3100.0,690.0,65.0,64.0,10.68,7.5,17.0,38.0,3.0,1.0,0.18,70.0280112044818,6.08,38.9,20.2,20.9,75.6,Si,0.035,247.0,1,1,0,2024,11,13,11.0
2024-11-13,T11_N1P1K0,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,1,1,0,2024,11,13,11.0
2024-11-13,T27_N2P2K2,,,,1.0,0.263,80.0,,,,,,,,,,,,,79.5772854596384,,,,,,,,,2,2,2,2024,11,13,27.0
2024-11-13,T27_N2P2K2,,57.9,18.0,4.0,0.632,75.0,5.5,3400.0,800.0,77.0,88.0,13.15,7.1,15.0,52.0,9.0,1.0,0.256,66.84491978609626,4.71,30.4,20.2,20.8,74.4,Si,0.356,240.0,2,2,2,2024,11,13,27.0
2024-11-13,T27_N2P2K2,,,,2.0,0.405,78.0,,,,,,,,,,,,,73.21110262286733,,,,,,,,,2,2,2,2024,11,13,27.0
2024-11-13,T4_N0P0K1,,,,3.0,0.439,70.1,,,,,,,,,,,,,68.43646549528903,,,,,,,,,0,0,1,2024,11,13,4.0
2024-11-13,T4_N0P0K1,,45.1,14.0,0.0,0.0,0.0,5.5,3000.0,700.0,72.0,66.0,10.95,7.2,75.0,65.0,5.0,18.0,0.702,0.0,3.93,28.0,20.2,20.4,77.3,Si,0.346,192.0,0,0,1,2024,11,13,4.0
2024-11-13,T4_N0P0K1,,,,3.0,0.295,50.8,,,,,,,,,,,,,62.070282658517954,,,,,,,,,0,0,1,2024,11,13,4.0
2024-11-20,T27_N2P2K2,,,,2.0,0.272,60.8,,,,,,,,,,,,,65.25337407690348,,,,,,,,,2,2,2,2024,11,20,27.0
2024-11-20,T27_N2P2K2,,,,1.0,0.172,60.3,,,,,,,,,,,,,73.21110262286733,,,,,,,,,2,2,2,2024,11,20,27.0
2024-11-20,T27_N2P2K2,,66.0,18.0,0.0,0.0,0.0,5.8,3500.0,240.0,41.0,980.0,8.94,6.1,5.0,11.0,3.0,16.0,0.106,0.0,6.05,17.1,21.9,22.5,82.2,Si,0.0,111.0,2,2,2,2024,11,20,27.0
2024-11-20,T24_N2P1K1,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,2,1,1,2024,11,20,24.0
2024-11-20,T24_N2P1K1,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,2,1,1,2024,11,20,24.0
2024-11-20,T24_N2P1K1,,65.0,11.0,2.0,0.313,60.9,5.7,3000.0,230.0,37.0,950.0,7.99,6.4,19.0,16.0,1.0,12.0,0.176,66.84491978609626,6.15,14.5,21.5,22.6,83.4,Si,0.0,125.0,2,1,1,2024,11,20,24.0
2024-11-20,T4_N0P0K1,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0,0,1,2024,11,20,4.0
2024-11-20,T4_N0P0K1,,,,4.0,0.695,70.1,,,,,,,,,,,,,63.66182836771072,,,,,,,,,0,0,1,2024,11,20,4.0
2024-11-20,T4_N0P0K1,,62.4,11.0,2.0,0.345,70.0,5.6,3300.0,210.0,37.0,780.0,8.63,5.6,4.0,6.0,1.0,7.0,0.043,70.0280112044818,6.06,20.2,21.5,22.5,83.7,Si,0.0,143.0,0,0,1,2024,11,20,4.0
2024-11-20,T15_N1P1K1,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,1,1,1,2024,11,20,15.0
2024-11-20,T15_N1P1K1,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,1,1,1,2024,11,20,15.0
2024-11-20,T15_N1P1K1,,62.7,9.0,0.0,0.0,0.0,5.7,3000.0,220.0,33.0,1000.0,8.34,7.0,42.0,42.0,2.0,36.0,0.302,0.0,6.31,17.7,21.9,22.4,86.0,Si,0.011,148.0,1,1,1,2024,11,20,15.0
2024-11-20,T9_N0P2K2,,57.0,7.0,5.0,0.711,60.3,5.6,3600.0,96.0,40.0,910.0,9.69,6.2,13.0,21.0,1.0,14.0,0.095,63.66182836771072,6.24,25.0,21.4,22.2,84.3,Si,0.043,147.0,0,2,2,2024,11,20,9.0
2024-11-20,T9_N0P2K2,,,,2.0,0.368,70.0,,,,,,,,,,,,,71.61955691367456,,,,,,,,,0,2,2,2024,11,20,9.0
2024-11-20,T9_N0P2K2,,,,1.0,0.144,60.6,,,,,,,,,,,,,66.84491978609626,,,,,,,,,0,2,2,2024,11,20,9.0
2024-11-20,T13_N1P0K1,,63.5,9.0,1.0,0.075,50.5,5.5,3500.0,69.0,40.0,670.0,9.46,6.3,46.0,62.0,4.0,29.0,0.398,54.11255411255412,6.34,13.1,21.9,22.2,87.2,Si,0.006,152.0,1,0,1,2024,11,20,13.0
2024-11-20,T13_N1P0K1,,,,1.0,0.144,70.0,,,,,,,,,,,,,65.25337407690348,,,,,,,,,1,0,1,2024,11,20,13.0
2024-11-20,T13_N1P0K1,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,1,0,1,2024,11,20,13.0
2024-11-20,T22_N2P0K1,,66.5,28.0,2.0,0.292,60.7,5.6,3300.0,73.0,40.0,350.0,9.07,6.7,12.0,13.0,1.0,8.0,0.094,65.25337407690348,6.41,22.1,21.9,22.5,84.2,Si,0.058,156.0,2,0,1,2024,11,20,22.0
2024-11-20,T22_N2P0K1,,,,1.0,0.172,70.3,,,,,,,,,,,,,70.0280112044818,,,,,,,,,2,0,1,2024,11,20,22.0
2024-11-20,T22_N2P0K1,,,,1.0,0.165,70.3,,,,,,,,,,,,,68.43646549528903,,,,,,,,,2,0,1,2024,11,20,22.0
2024-11-20,T10_N1P0K0,,59.1,16.0,2.0,0.207,60.3,5.6,3100.0,250.0,35.0,150.0,7.73,6.6,1.0,6.0,1.0,9.0,0.031,57.29564553093965,6.36,46.7,21.9,22.6,86.0,Si,0.031,235.0,1,0,0,2024,11,20,10.0
2024-11-20,T10_N1P0K0,,,,3.0,0.529,60.9,,,,,,,,,,,,,68.43646549528903,,,,,,,,,1,0,0,2024,11,20,10.0
2024-11-20,T10_N1P0K0,,,,2.0,0.396,70.6,,,,,,,,,,,,,70.0280112044818,,,,,,,,,1,0,0,2024,11,20,10.0
2024-11-20,T28_BIO-N0P0K0,,,,2.0,0.277,60.5,,,,,,,,,,,,,63.66182836771072,,,,,,,,,0,0,0,2024,11,20,28.0
2024-11-20,T28_BIO-N0P0K0,,,,1.0,0.134,60.6,,,,,,,,,,,,,63.66182836771072,,,,,,,,,0,0,0,2024,11,20,28.0
2024-11-20,T28_BIO-N0P0K0,,56.6,17.0,3.0,0.406,60.6,5.7,3200.0,82.0,38.0,320.0,8.45,6.3,8.0,20.0,1.0,6.0,0.105,63.66182836771072,6.71,28.3,21.9,22.7,85.2,Si,0.024,197.0,0,0,0,2024,11,20,28.0
2024-11-20,T12_N1P2K0,,,,2.0,0.228,60.5,,,,,,,,,,,,,60.47873694932519,,,,,,,,,1,2,0,2024,11,20,12.0
2024-11-20,T12_N1P2K0,,,,5.0,0.448,60.7,,,,,,,,,,,,,63.66182836771072,,,,,,,,,1,2,0,2024,11,20,12.0
2024-11-20,T12_N1P2K0,,63.7,14.0,3.0,0.456,60.6,5.6,3600.0,110.0,42.0,520.0,9.24,6.3,1.0,10.0,1.0,9.0,0.047,63.66182836771072,6.38,38.7,21.9,22.4,86.3,Si,0.13,162.0,1,2,0,2024,11,20,12.0
2024-11-20,T26_N2P2K1,,,,1.0,0.152,60.1,,,,,,,,,,,,,68.43646549528903,,,,,,,,,2,2,1,2024,11,20,26.0
2024-11-20,T26_N2P2K1,,,,2.0,0.205,70.2,,,,,,,,,,,,,57.29564553093965,,,,,,,,,2,2,1,2024,11,20,26.0
2024-11-20,T26_N2P2K1,,65.7,14.0,2.0,0.241,60.3,5.6,3300.0,30.0,40.0,550.0,8.26,6.7,10.0,5.0,1.0,16.0,0.048,62.070282658517954,6.36,40.6,21.9,22.3,87.1,Si,0.228,174.0,2,2,1,2024,11,20,26.0
2024-11-20,T16_N1P1K2,,,,2.0,0.231,60.5,,,,,,,,,,,,,55.70409982174688,,,,,,,,,1,1,2,2024,11,20,16.0
2024-11-20,T16_N1P1K2,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,1,1,2,2024,11,20,16.0
2024-11-20,T16_N1P1K2,,54.5,13.0,1.0,0.092,60.0,5.6,3800.0,79.0,46.0,730.0,9.54,6.8,13.0,10.0,1.0,17.0,0.07,55.70409982174688,6.29,43.5,21.5,22.3,84.8,Si,0.164,141.0,1,1,2,2024,11,20,16.0
2024-11-20,T1_N0P0K0,,49.5,11.0,3.0,0.301,60.7,5.8,3700.0,47.0,49.0,670.0,10.22,6.0,28.0,45.0,2.0,14.0,0.226,58.88719124013242,6.22,40.5,22.7,23.9,77.0,Si,0.206,279.0,0,0,0,2024,11,20,1.0
2024-11-20,T1_N0P0K0,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0,0,0,2024,11,20,1.0
2024-11-20,T1_N0P0K0,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0,0,0,2024,11,20,1.0
2024-11-20,T14_N1P0K2,,56.5,11.0,1.0,0.109,60.6,5.9,3300.0,26.0,42.0,660.0,8.48,5.5,49.0,33.0,2.0,13.0,0.316,60.47873694932519,6.33,39.5,22.7,23.6,82.0,Si,0.137,274.0,1,0,2,2024,11,20,14.0
2024-11-20,T14_N1P0K2,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,1,0,2,2024,11,20,14.0
2024-11-20,T14_N1P0K2,,,,4.0,0.447,60.9,,,,,,,,,,,,,63.66182836771072,,,,,,,,,1,0,2,2024,11,20,14.0
2024-11-20,T7_N0P1K2,,56.4,18.0,2.0,0.237,60.2,5.8,3500.0,62.0,48.0,720.0,9.75,6.8,22.0,9.0,1.0,12.0,0.111,65.25337407690348,6.4,33.9,22.3,23.3,82.8,Si,0.071,266.0,0,1,2,2024,11,20,7.0
2024-11-20,T7_N0P1K2,,,,3.0,0.514,60.8,,,,,,,,,,,,,68.43646549528903,,,,,,,,,0,1,2,2024,11,20,7.0
2024-11-20,T7_N0P1K2,,,,2.0,0.247,60.3,,,,,,,,,,,,,60.47873694932519,,,,,,,,,0,1,2,2024,11,20,7.0
2024-11-20,T3_N0P2K0,,57.6,17.0,0.0,0.0,0.0,5.8,3200.0,71.0,39.0,480.0,8.72,6.4,4.0,8.0,1.0,9.0,0.048,0.0,6.26,35.1,22.3,22.8,82.9,Si,0.175,238.0,0,2,0,2024,11,20,3.0
2024-11-20,T3_N0P2K0,,,,3.0,0.426,60.3,,,,,,,,,,,,,58.88719124013242,,,,,,,,,0,2,0,2024,11,20,3.0
2024-11-20,T3_N0P2K0,,,,4.0,0.755,70.2,,,,,,,,,,,,,74.8026483320601,,,,,,,,,0,2,0,2024,11,20,3.0
2024-11-20,T23_N2P0K2,,,,1.0,0.088,60.4,,,,,,,,,,,,,55.70409982174688,,,,,,,,,2,0,2,2024,11,20,23.0
2024-11-20,T23_N2P0K2,,,,2.0,0.256,60.9,,,,,,,,,,,,,60.47873694932519,,,,,,,,,2,0,2,2024,11,20,23.0
2024-11-20,T23_N2P0K2,,52.7,15.0,0.0,0.0,0.0,5.6,3600.0,110.0,49.0,300.0,9.63,6.9,19.0,17.0,5.0,13.0,0.1,0.0,6.3,34.3,22.3,22.8,82.9,Si,0.225,255.0,2,0,2,2024,11,20,23.0
2024-11-20,T21_N2P2K0,,,,3.0,0.264,50.4,,,,,,,,,,,,,58.88719124013242,,,,,,,,,2,2,0,2024,11,20,21.0
2024-11-20,T21_N2P2K0,,,,3.0,0.485,60.8,,,,,,,,,,,,,70.0280112044818,,,,,,,,,2,2,0,2024,11,20,21.0
2024-11-20,T21_N2P2K0,,60.8,18.0,3.0,0.35,60.5,5.6,3400.0,73.0,58.0,420.0,9.41,6.7,31.0,35.0,1.0,9.0,0.168,60.47873694932519,6.21,51.7,22.3,23.1,81.6,Si,0.152,271.0,2,2,0,2024,11,20,21.0
2024-11-20,T5_N0P0K2,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0,0,2,2024,11,20,5.0
2024-11-20,T5_N0P0K2,,,,2.0,0.397,70.4,,,,,,,,,,,,,81.16883116883118,,,,,,,,,0,0,2,2024,11,20,5.0
2024-11-20,T5_N0P0K2,,50.0,14.0,0.0,0.0,0.0,5.7,3800.0,70.0,46.0,790.0,9.02,6.5,36.0,15.0,1.0,10.0,0.182,0.0,6.36,51.4,22.7,23.8,80.3,Si,0.187,281.0,0,0,2,2024,11,20,5.0
2024-11-20,T30_BIO N2P2K2,,,,3.0,0.349,60.2,,,,,,,,,,,,,62.070282658517954,,,,,,,,,2,2,2,2024,11,20,30.0
2024-11-20,T30_BIO N2P2K2,,,,2.0,0.304,60.5,,,,,,,,,,,,,68.43646549528903,,,,,,,,,2,2,2,2024,11,20,30.0
2024-11-20,T30_BIO N2P2K2,,57.6,15.0,3.0,0.369,60.7,5.7,3500.0,38.0,44.0,680.0,9.07,6.0,42.0,29.0,3.0,1.0,0.25,62.070282658517954,6.42,45.1,22.7,23.9,76.8,Si,0.109,310.0,2,2,2,2024,11,20,30.0
2024-11-20,T20_N2P1K0,,57.8,15.0,2.0,0.281,60.2,5.7,3200.0,42.0,40.0,530.0,5.97,6.4,10.0,19.0,1.0,6.0,0.108,65.25337407690348,6.28,30.1,23.1,23.9,76.3,Si,0.194,298.0,2,1,0,2024,11,20,20.0
2024-11-20,T20_N2P1K0,,,,1.0,0.108,60.3,,,,,,,,,,,,,63.66182836771072,,,,,,,,,2,1,0,2024,11,20,20.0
2024-11-20,T20_N2P1K0,,,,6.0,0.904,71.0,,,,,,,,,,,,,79.5772854596384,,,,,,,,,2,1,0,2024,11,20,20.0
2024-11-20,T18_N1P2K2,,56.1,13.0,1.0,0.132,60.0,5.7,3800.0,59.0,44.0,660.0,9.33,5.8,23.0,23.0,2.0,22.0,0.144,65.25337407690348,6.25,46.6,23.1,24.0,78.7,Si,0.178,276.0,1,2,2,2024,11,20,18.0
2024-11-20,T18_N1P2K2,,,,1.0,0.703,70.0,,,,,,,,,,,,,70.0280112044818,,,,,,,,,1,2,2,2024,11,20,18.0
2024-11-20,T18_N1P2K2,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,1,2,2,2024,11,20,18.0
2024-11-20,T29_BIO N1P1K1,,55.6,15.0,1.0,0.605,68.0,5.8,3600.0,73.0,45.0,690.0,8.89,6.7,5.0,23.0,3.0,10.0,0.091,70.0280112044818,6.29,35.1,23.1,24.2,75.7,Si,0.304,274.0,1,1,1,2024,11,20,29.0
2024-11-20,T29_BIO N1P1K1,,,,3.0,0.409,68.0,,,,,,,,,,,,,66.84491978609626,,,,,,,,,1,1,1,2024,11,20,29.0
2024-11-20,T29_BIO N1P1K1,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,1,1,1,2024,11,20,29.0
2024-11-20,T25_N2P1K2,,56.6,15.0,0.0,0.0,0.0,5.8,3200.0,67.0,45.0,460.0,8.01,6.4,18.0,33.0,2.0,6.0,0.131,0.0,6.18,47.5,23.9,24.7,77.2,Si,0.25,248.0,2,1,2,2024,11,20,25.0
2024-11-20,T25_N2P1K2,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,2,1,2,2024,11,20,25.0
2024-11-20,T25_N2P1K2,,,,2.0,0.299,65.1,,,,,,,,,,,,,6.5253374076903485,,,,,,,,,2,1,2,2024,11,20,25.0
2024-11-20,T19_N2P0K0,,,,2.0,0.523,80.2,,,,,,,,,,,,,79.5772854596384,,,,,,,,,2,0,0,2024,11,20,19.0
2024-11-20,T19_N2P0K0,,,,3.0,0.485,70.3,,,,,,,,,,,,,74.8026483320601,,,,,,,,,2,0,0,2024,11,20,19.0
2024-11-20,T19_N2P0K0,,48.8,7.0,1.0,0.045,60.7,5.6,3000.0,140.0,48.0,430.0,8.34,7.3,1.0,35.0,1.0,10.0,0.091,65.25337407690348,6.32,31.6,23.9,24.6,78.2,Si,0.331,263.0,2,0,0,2024,11,20,19.0
2024-11-20,T2_N0P1K0,,,,3.0,0.584,78.9,,,,,,,,,,,,,73.21110262286733,,,,,,,,,0,1,0,2024,11,20,2.0
2024-11-20,T2_N0P1K0,,,,3.0,0.284,60.1,,,,,,,,,,,,,57.29564553093965,,,,,,,,,0,1,0,2024,11,20,2.0
2024-11-20,T2_N0P1K0,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0,1,0,2024,11,20,2.0
2024-11-20,T6_N0P1K1,,,,8.0,1.316,70.0,,,,,,,,,,,,,70.0280112044818,,,,,,,,,0,1,1,2024,11,20,6.0
2024-11-20,T6_N0P1K1,,,,5.0,0.635,72.0,,,,,,,,,,,,,65.25337407690348,,,,,,,,,0,1,1,2024,11,20,6.0
2024-11-20,T6_N0P1K1,,58.6,16.0,4.0,0.602,69.0,5.8,3200.0,65.0,46.0,650.0,8.44,5.6,50.0,40.0,2.0,20.0,0.226,68.43646549528903,6.4,49.2,23.1,24.1,79.1,Si,0.122,280.0,0,1,1,2024,11,20,6.0
2024-11-20,T17_N1P2K1,,,,4.0,0.553,69.5,,,,,,,,,,,,,66.84491978609626,,,,,,,,,1,2,1,2024,11,20,17.0
2024-11-20,T17_N1P2K1,,,,4.0,0.617,72.5,,,,,,,,,,,,,66.84491978609626,,,,,,,,,1,2,1,2024,11,20,17.0
2024-11-20,T17_N1P2K1,,54.8,11.0,6.0,1.007,68.5,5.6,3300.0,250.0,37.0,520.0,9.52,6.5,18.0,34.0,3.0,12.0,0.095,68.43646549528903,6.26,50.7,23.1,23.8,79.1,Si,0.227,273.0,1,2,1,2024,11,20,17.0
2024-11-20,T11_N1P1K0,,50.6,14.0,5.0,0.55,73.0,5.5,3300.0,100.0,47.0,790.0,8.56,7.0,11.0,7.0,1.0,13.0,0.059,68.43646549528903,9.0,37.2,23.1,24.0,77.1,Si,0.243,246.0,1,1,0,2024,11,20,11.0
2024-11-20,T11_N1P1K0,,,,3.0,0.631,82.0,,,,,,,,,,,,,71.61955691367456,,,,,,,,,1,1,0,2024,11,20,11.0
2024-11-20,T11_N1P1K0,,,,3.0,0.373,63.5,,,,,,,,,,,,,65.25337407690348,,,,,,,,,1,1,0,2024,11,20,11.0
2024-11-20,T8_N0P2K1,,57.8,12.0,2.0,0.417,66.0,5.7,3600.0,120.0,57.0,380.0,9.73,7.1,7.0,18.0,2.0,10.0,0.075,74.8026483320601,6.34,45.7,23.1,24.1,76.3,Si,0.133,236.0,0,2,1,2024,11,20,8.0
2024-11-20,T8_N0P2K1,,,,4.0,0.721,63.3,,,,,,,,,,,,,84.3519225872167,,,,,,,,,0,2,1,2024,11,20,8.0
2024-11-20,T8_N0P2K1,,,,1.0,0.123,69.5,,,,,,,,,,,,,62.070282658517954,,,,,,,,,0,2,1,2024,11,20,8.0
2024-11-20,T9_N0P2K2,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,6.53,36.9,23.1,24.6,73.5,Si,0.044,127.0,0,2,2,2024,11,20,9.0
2024-11-20,T9_N0P2K2,,,,3.0,0.396,76.3,,,,,,,,,,,,,65.25337407690348,,,,,,,,,0,2,2,2024,11,20,9.0
2024-11-20,T9_N0P2K2,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0,2,2,2024,11,20,9.0
2024-11-20,T13_N1P0K1,,,,3.0,0.335,72.0,,,,,,,,,,,,,60.47873694932519,6.27,45.6,23.5,24.8,75.3,Si,0.123,160.0,1,0,1,2024,11,20,13.0
2024-11-20,T13_N1P0K1,,,,2.0,0.273,65.3,,,,,,,,,,,,,65.25337407690348,,,,,,,,,1,0,1,2024,11,20,13.0
2024-11-20,T13_N1P0K1,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,1,0,1,2024,11,20,13.0
2024-11-20,T26_N2P2K1,,,,1.0,0.164,78.1,,,,,,,,,,,,,68.43646549528903,,,,,,,,,2,2,1,2024,11,20,26.0
2024-11-20,T26_N2P2K1,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,2,2,1,2024,11,20,26.0
2024-11-20,T26_N2P2K1,,,,1.0,0.105,62.0,,,,,,,,,,,,,62.070282658517954,6.47,34.2,23.5,24.8,76.2,Si,0.399,190.0,2,2,1,2024,11,20,26.0
2024-11-20,T16_N1P1K2,,,,5.0,0.67,70.0,,,,,,,,,,,,,65.25337407690348,,,,,,,,,1,1,2,2024,11,20,16.0
2024-11-20,T16_N1P1K2,,,,2.0,0.238,62.0,,,,,,,,,,,,,62.070282658517954,,,,,,,,,1,1,2,2024,11,20,16.0
